rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbperlim,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxlim,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenlim,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbincllim,pl_orbinclerr1,pl_orbinclerr2,pl_massj,pl_masslim,pl_massjerr1,pl_massjerr2,pl_radj,pl_radlim,pl_radjerr1,pl_radjerr2,pl_dens,pl_denslim,pl_denserr1,pl_denserr2,pl_ttvflag,pl_kepflag,ra,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,hd_name,hip_name,st_sp,st_spstr,st_sperr,st_splim,st_spblend,st_lum,st_lumerr,st_lumlim,st_lumblend,pl_eqt,pl_eqtlim,pl_eqterr1,pl_eqterr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_disc,pl_status
217,HD 8574,b,Radial Velocity,1,227.00000000,0,0.20000000,-0.20000000,0.757000,0,0.005000,-0.005000,0.297000,0,0.026000,-0.026000,,,,,,,,,,,,,,,,,0,0,21.302153,28.566692,44.15,1.54,-1.66,0,7.112,0.011,0,0,,,,,,,,,,,,,HD 8574,HIP 6643,3.80,F8,,0,0,,,,,,,,,,,,,,,2002,3
218,HD 8673,b,Radial Velocity,1,1634.00000000,0,17.00000000,-17.00000000,3.020000,0,0.150000,-0.150000,0.723000,0,0.016000,-0.016000,,,,,,,,,,,,,,,,,0,0,21.536604,34.579700,38.26,1.12,-1.19,0,6.341,0.010,0,0,,,,,,,,,,,,,HD 8673,HIP 6702,3.50,F5,,0,1,,,,,,,,,,,,,,,2009,3
219,HD 9446,b,Radial Velocity,2,30.05200000,0,0.02700000,-0.02700000,0.189000,0,0.006000,-0.006000,0.200000,0,0.060000,-0.060000,,,,,,,,,,,,,,,,,0,0,23.334101,29.265148,52.85,2.80,-3.14,0,8.369,0.015,0,0,,,,,,,,,,,,,HD 9446,HIP 7245,4.50,G5,,0,0,,,,,,,,,,,,,,,2009,3
220,HD 9446,c,Radial Velocity,2,192.90000000,0,0.90000000,-0.90000000,0.654000,0,0.022000,-0.022000,0.060000,0,0.060000,-0.060000,,,,,,,,,,,,,,,,,0,0,23.334101,29.265148,52.85,2.80,-3.14,0,8.369,0.015,0,0,,,,,,,,,,,,,HD 9446,HIP 7245,4.50,G5,,0,0,,,,,,,,,,,,,,,2009,3
221,HD 10180,c,Radial Velocity,6,5.75979000,0,0.00062000,-0.00062000,0.064100,0,0.001000,-0.001000,0.045000,0,0.026000,-0.026000,,,,,,,,,,,,,,,,,0,0,24.473234,-60.511528,39.39,0.94,-0.99,0,7.321,0.010,0,0,,,,,,,,,,,,,HD 10180,HIP 7599,4.10,G0/2 V,,0,0,,,,,,,,,,,,,,,2010,3
222,HD 10180,d,Radial Velocity,6,16.35790000,0,0.00380000,-0.00380000,0.128600,0,0.002000,-0.002000,0.088000,0,0.041000,-0.041000,,,,,,,,,,,,,,,,,0,0,24.473234,-60.511528,39.39,0.94,-0.99,0,7.321,0.010,0,0,,,,,,,,,,,,,HD 10180,HIP 7599,4.10,G0/2 V,,0,0,,,,,,,,,,,,,,,2010,3
223,HD 10180,e,Radial Velocity,6,49.74500000,0,0.02200000,-0.02200000,0.269900,0,0.004200,-0.004200,0.026000,0,0.036000,-0.036000,,,,,,,,,,,,,,,,,0,0,24.473234,-60.511528,39.39,0.94,-0.99,0,7.321,0.010,0,0,,,,,,,,,,,,,HD 10180,HIP 7599,4.10,G0/2 V,,0,0,,,,,,,,,,,,,,,2010,3
224,HD 10180,f,Radial Velocity,6,122.76000000,0,0.17000000,-0.17000000,0.492900,0,0.007800,-0.007800,0.135000,0,0.046000,-0.046000,,,,,,,,,,,,,,,,,0,0,24.473234,-60.511528,39.39,0.94,-0.99,0,7.321,0.010,0,0,,,,,,,,,,,,,HD 10180,HIP 7599,4.10,G0/2 V,,0,0,,,,,,,,,,,,,,,2010,3
225,HD 10180,g,Radial Velocity,6,601.20000000,0,8.10000000,-8.10000000,1.422000,0,0.026000,-0.026000,0.190000,0,0.140000,-0.140000,,,,,,,,,,,,,,,,,0,0,24.473234,-60.511528,39.39,0.94,-0.99,0,7.321,0.010,0,0,,,,,,,,,,,,,HD 10180,HIP 7599,4.10,G0/2 V,,0,0,,,,,,,,,,,,,,,2010,3
226,HD 10180,h,Radial Velocity,6,2222.00000000,0,91.00000000,-91.00000000,3.400000,0,0.110000,-0.110000,0.080000,0,0.070000,-0.070000,,,,,,,,,,,,,,,,,0,0,24.473234,-60.511528,39.39,0.94,-0.99,0,7.321,0.010,0,0,,,,,,,,,,,,,HD 10180,HIP 7599,4.10,G0/2 V,,0,0,,,,,,,,,,,,,,,2010,3
227,HD 10647,b,Radial Velocity,1,989.20000000,0,8.10000000,-8.10000000,2.015000,0,0.011000,-0.011000,0.150000,0,0.080000,-0.080000,,,,,,,,,,,,,,,,,0,0,25.622149,-53.740833,17.43,0.08,-0.08,0,5.519,0.009,0,0,6218.00,20.00,0,0,1.11,0.02,0,0,1.10,0.02,0,0,HD 10647,HIP 7978,3.90,F9 V,,0,0,0.149,,0,0,,,,,,,,,,,2006,3
228,HD 10697,b,Radial Velocity,1,1075.20000000,0,1.50000000,-1.50000000,2.131000,0,0.018000,-0.018000,0.099000,0,0.007000,-0.007000,,,,,,,,,,,,,,,,,0,0,26.232603,20.083149,32.56,0.84,-0.88,0,6.279,0.010,0,0,,,,,,,,,,,,,HD 10697,HIP 8159,4.50,G5,,0,0,,,,,,,,,,,,,,,1999,3
229,HD 11506,b,Radial Velocity,2,1270.20000000,0,193.50000000,-94.90000000,2.430000,0,0.240000,-0.120000,0.220000,0,0.250000,-0.120000,,,,,,,,,,,,,,,,,0,0,28.210558,-19.506975,53.82,2.67,-2.96,0,7.513,0.010,0,0,,,,,,,,,,,,,HD 11506,HIP 8770,4.00,G0 V,,0,0,,,,,,,,,,,,,,,2007,3
230,HD 11506,c,Radial Velocity,2,170.45500000,0,3.28500000,-6.20500000,0.639000,0,0.007000,-0.017000,0.420000,0,0.200000,-0.420000,,,,,,,,,,,,,,,,,0,0,28.210558,-19.506975,53.82,2.67,-2.96,0,7.513,0.010,0,0,,,,,,,,,,,,,HD 11506,HIP 8770,4.00,G0 V,,0,0,,,,,,,,,,,,,,,2008,3
231,HD 11977,b,Radial Velocity,1,711.00000000,0,8.00000000,-8.00000000,1.930000,0,,,0.400000,0,0.070000,-0.070000,,,,,,,,,,,,,,,,,0,0,28.733881,-67.647301,66.49,2.02,-2.14,0,4.690,,0,0,,,,,,,,,,,,,HD 11977,HIP 8928,4.80,G8 III/IV,,0,0,,,,,,,,,,,,,,,2005,3
232,HD 11964,b,Radial Velocity,2,1945.00000000,0,26.00000000,-26.00000000,3.160000,0,0.190000,-0.190000,0.041000,0,0.047000,-0.047000,,,,,,,,,,,,,,,,,0,0,29.290026,-10.242428,33.98,1.02,-1.08,0,6.410,,0,0,,,,,,,,,,,,,HD 11964,HIP 9094,4.80,G8 IV,,0,0,,,,,,,,,,,,,,,2005,3
233,HD 11964,c,Radial Velocity,2,37.91000000,0,0.04100000,-0.04100000,0.229000,0,0.013000,-0.013000,0.300000,0,0.170000,-0.170000,,,,,,,,,,,,,,,,,0,0,29.290026,-10.242428,33.98,1.02,-1.08,0,6.410,,0,0,,,,,,,,,,,,,HD 11964,HIP 9094,4.80,G8 IV,,0,0,,,,,,,,,,,,,,,2008,3
234,HD 12661,b,Radial Velocity,2,262.70900000,0,0.08300000,-0.08300000,0.831000,0,0.048000,-0.048000,0.376800,0,0.007700,-0.007700,,,,,,,,,,,,,,,,,0,0,31.142866,25.414305,37.16,1.11,-1.18,0,7.425,0.011,0,0,,,,,,,,,,,,,HD 12661,HIP 9683,5.00,K0,,0,0,,,,,,,,,,,,,,,2000,3
235,HD 12661,c,Radial Velocity,2,1708.00000000,0,14.00000000,-14.00000000,2.900000,0,0.170000,-0.170000,0.031000,0,0.022000,-0.022000,,,,,,,,,,,,,,,,,0,0,31.142866,25.414305,37.16,1.11,-1.18,0,7.425,0.011,0,0,,,,,,,,,,,,,HD 12661,HIP 9683,5.00,K0,,0,0,,,,,,,,,,,,,,,2002,3
236,HD 13189,b,Radial Velocity,1,471.60000000,0,6.00000000,-6.00000000,1.850000,0,0.350000,-0.350000,0.270000,0,0.060000,-0.060000,,,,,,,,,,,,,,,,,0,0,32.417381,32.316437,300.30,,,-1,7.556,0.011,0,0,,,,,,,,,,,,,HD 13189,HIP 10085,5.20,K2,,0,0,,,,,,,,,,,,,,,2005,3
237,HD 13808,b,Radial Velocity,2,14.18200000,,,,0.101700,,,,0.170000,,,,,,,,,,,,,,,,,,,,0,0,33.178856,-53.743893,28.60,0.63,-0.66,0,8.381,0.014,0,0,,,,,,,,,,,,,HD 13808,HIP 10301,5.20,K2 V,,0,0,,,,,,,,,,,,,,,2011,3
238,HD 13808,c,Radial Velocity,2,53.83200000,,,,0.247600,,,,0.430000,,,,,,,,,,,,,,,,,,,,0,0,33.178856,-53.743893,28.60,0.63,-0.66,0,8.381,0.014,0,0,,,,,,,,,,,,,HD 13808,HIP 10301,5.20,K2 V,,0,0,,,,,,,,,,,,,,,2011,3
239,HD 13931,b,Radial Velocity,1,4218.00000000,0,388.00000000,-388.00000000,5.150000,0,0.290000,-0.290000,0.020000,0,0.050000,-0.050000,,,,,,,,,,,,,,,,,0,0,34.197414,43.772995,45.52,1.91,-2.08,0,7.597,0.011,0,0,,,,,,,,,,,,,HD 13931,HIP 10626,4.00,G0,,0,0,,,,,,,,,,,,,,,2009,3
240,HD 16141,b,Radial Velocity,1,75.52300000,0,0.05500000,-0.05500000,0.363000,0,0.021000,-0.021000,0.252000,0,0.052000,-0.052000,,,,,,,,,,,,,,,,,0,0,38.833035,-3.560602,35.91,1.71,-1.89,0,6.818,0.011,0,0,,,,,,,,,,,,,HD 16141,HIP 12048,4.80,G8 IV + F,,0,0,,,,,,,,,,,,,,,2000,3
241,HD 16417,b,Radial Velocity,1,17.24000000,0,0.01000000,-0.01000000,0.140000,0,0.010000,-0.010000,0.200000,0,0.090000,-0.090000,,,,,,,,,,,,,,,,,0,0,39.244198,-34.577976,25.54,0.41,-0.42,0,5.790,,0,0,,,,,,,,,,,,,HD 16417,HIP 12186,4.10,G1 V,,0,0,,,,,,,,,,,,,,,2008,3
242,HD 16175,b,Radial Velocity,1,990.00000000,0,20.00000000,-20.00000000,2.100000,0,0.080000,-0.080000,0.590000,0,0.110000,-0.110000,,,,,,,,,,,,,,,,,0,0,39.257961,42.062634,59.84,3.28,-3.69,0,7.282,0.010,0,0,,,,,,,,,,,,,HD 16175,HIP 12191,4.00,G0,,0,0,,,,,,,,,,,,,,,2009,3
243,HD 16760,b,Radial Velocity,1,465.10000000,0,2.30000000,-2.30000000,1.130000,0,0.030000,-0.030000,0.067000,0,0.100000,-0.100000,,,,,,,,,,,,,,,,,0,0,40.588810,38.618668,50.18,6.20,-8.24,0,8.765,0.015,0,0,,,,,,,,,,,,,HD 16760,HIP 12638,4.50,G5,,0,0,,,,,,,,,,,,,,,2009,3
244,HD 17092,b,Radial Velocity,1,359.90000000,0,2.40000000,-2.40000000,1.290000,0,0.050000,-0.050000,0.166000,0,0.052000,-0.052000,,,,,,,,,,,,,,,,,0,0,41.592153,49.653075,,,,,7.732,0.011,0,0,,,,,,,,,,,,,HD 17092,,5.00,K0,,0,0,,,,,,,,,,,,,,,2007,3
245,HD 17156,b,Radial Velocity,1,21.21663000,0,0.00045000,-0.00045000,0.161400,0,0.002200,-0.002200,0.681900,0,0.004400,-0.004400,86.890,0,0.110,-0.110,3.19100,0,0.03300,-0.03300,1.087,0,0.007,-0.007,3.78000,0,0.06000,-0.06000,0,0,42.435364,71.753235,75.00,,,0,8.162,0.012,0,0,6100.00,75.00,0,,1.27,0.02,0,,1.50,0.01,0,,HD 17156,HIP 13192,4.50,G5,,0,0,0.412,0.065,0,,,,,,1014.15000,10.48800,-10.48800,12.184,0.074,-0.074,2007,3
246,HD 18742,b,Radial Velocity,1,772.00000000,,,,1.920000,,,,0.230000,,,,,,,,,,,,,,,,,,,,0,0,45.044407,-20.802603,127.88,15.27,-20.05,0,7.814,0.012,0,0,,,,,,,,,,,,,HD 18742,HIP 13993,4.90,G8/K0 IV,,0,0,,,,,,,,,,,,,,,2011,3
247,HD 19994,b,Radial Velocity,1,466.20000000,0,1.70000000,-1.70000000,1.305000,0,0.016000,-0.016000,0.063000,0,0.062000,-0.062000,,,,,,,,,,,,,,,,,0,0,48.193485,-1.196101,22.38,0.37,-0.38,0,5.060,,0,1,,,,,,,,,,,,,HD 19994,HIP 14954,4.00,G0 V,,0,1,,,,,,,,,,,,,,,2003,3
248,HD 20003,b,Radial Velocity,2,11.84900000,,,,0.097400,,,,0.400000,,,,,,,,,,,,,,,,,,,,0,0,46.907997,-72.321892,43.08,1.37,-1.46,0,8.367,0.013,0,0,,,,,,,,,,,,,HD 20003,HIP 14530,4.80,G8 V,,0,0,,,,,,,,,,,,,,,2011,3
249,HD 20003,c,Radial Velocity,2,33.82300000,,,,0.196100,,,,0.160000,,,,,,,,,,,,,,,,,,,,0,0,46.907997,-72.321892,43.08,1.37,-1.46,0,8.367,0.013,0,0,,,,,,,,,,,,,HD 20003,HIP 14530,4.80,G8 V,,0,0,,,,,,,,,,,,,,,2011,3
250,HD 20367,b,Radial Velocity,1,500.00000000,0,6.00000000,-6.00000000,1.250000,0,,,0.230000,0,0.100000,-0.100000,,,,,,,,,,,,,,,,,0,0,49.416859,31.127048,27.13,0.77,-0.82,0,6.399,0.010,0,0,,,,,,,,,,,,,HD 20367,HIP 15323,4.00,G0,,0,0,,,,,,,,,,,,,,,2002,3
251,HD 20794,b,Radial Velocity,3,18.31500000,0,0.00800000,-0.00800000,0.120700,0,0.002000,-0.002000,0.000000,0,,,,,,,,,,,,,,,,,,,0,0,49.981876,-43.069782,6.06,0.02,-0.02,0,4.270,,0,0,,,,,,,,,,,,,HD 20794,HIP 15510,4.80,G8 III,,0,0,,,,,,,,,,,,,,,2011,3
252,HD 20794,c,Radial Velocity,3,40.11400000,0,0.05300000,-0.05300000,0.203600,0,0.003400,-0.003400,0.000000,0,,,,,,,,,,,,,,,,,,,0,0,49.981876,-43.069782,6.06,0.02,-0.02,0,4.270,,0,0,,,,,,,,,,,,,HD 20794,HIP 15510,4.80,G8 III,,0,0,,,,,,,,,,,,,,,2011,3
253,HD 20794,d,Radial Velocity,3,90.30900000,0,0.18400000,-0.18400000,0.349900,0,0.005900,-0.005900,0.000000,0,,,,,,,,,,,,,,,,,,,0,0,49.981876,-43.069782,6.06,0.02,-0.02,0,4.270,,0,0,,,,,,,,,,,,,HD 20794,HIP 15510,4.80,G8 III,,0,0,,,,,,,,,,,,,,,2011,3
254,HD 20781,b,Radial Velocity,2,29.15000000,,,,0.169000,,,,0.110000,,,,,,,,,,,,,,,,,,,,0,0,50.012260,-28.783834,35.89,1.52,-1.66,0,8.443,0.012,0,0,,,,,,,,,,,,,HD 20781,HIP 15526,4.95,G9.5 V,,0,0,,,,,,,,,,,,,,,2011,3
255,HD 20781,c,Radial Velocity,2,85.13100000,,,,0.345600,,,,0.280000,,,,,,,,,,,,,,,,,,,,0,0,50.012260,-28.783834,35.89,1.52,-1.66,0,8.443,0.012,0,0,,,,,,,,,,,,,HD 20781,HIP 15526,4.95,G9.5 V,,0,0,,,,,,,,,,,,,,,2011,3
256,HD 20782,b,Radial Velocity,1,591.90000000,0,2.80000000,-2.80000000,1.381000,0,0.005000,-0.005000,0.970000,0,0.010000,-0.010000,,,,,,,,,,,,,,,,,0,0,50.014908,-28.854071,36.02,1.11,-1.18,0,7.367,0.010,0,0,,,,,,,,,,,,,HD 20782,HIP 15527,4.30,G3 V,,0,0,,,,,,,,,,,,,,,2006,3
257,HD 20868,b,Radial Velocity,1,380.85000000,0,0.09000000,-0.09000000,0.947000,0,0.012000,-0.012000,0.750000,0,0.002000,-0.002000,,,,,,,,,,,,,,,,,0,0,50.177895,-33.730103,44.50,2.68,-3.05,0,9.928,0.026,0,0,,,,,,,,,,,,,HD 20868,HIP 15578,5.35,K3/4 III/V,,0,0,,,,,,,,,,,,,,,2008,3
258,HD 21693,b,Radial Velocity,2,22.65600000,,,,0.148400,,,,0.260000,,,,,,,,,,,,,,,,,,,,0,0,51.802010,-58.323681,32.31,0.73,-0.76,0,7.940,0.011,0,0,,,,,,,,,,,,,HD 21693,HIP 16085,4.80,G8 V,,0,0,,,,,,,,,,,,,,,2011,3
259,HD 21693,c,Radial Velocity,2,53.88100000,,,,0.264400,,,,0.240000,,,,,,,,,,,,,,,,,,,,0,0,51.802010,-58.323681,32.31,0.73,-0.76,0,7.940,0.011,0,0,,,,,,,,,,,,,HD 21693,HIP 16085,4.80,G8 V,,0,0,,,,,,,,,,,,,,,2011,3
260,HD 23127,b,Radial Velocity,1,1214.00000000,0,9.00000000,-9.00000000,2.400000,0,0.300000,-0.300000,0.440000,0,0.070000,-0.070000,,,,,,,,,,,,,,,,,0,0,54.848495,-60.077843,89.13,5.65,-6.48,0,8.550,0.014,0,0,,,,,,,,,,,,,HD 23127,HIP 17054,4.20,G2 V,,0,0,,,,,,,,,,,,,,,2006,3
261,HD 23079,b,Radial Velocity,1,738.45900000,0,,,1.650000,0,,,0.100000,0,,,,,,,,,,,,,,,,,,,0,0,54.929562,-52.915836,34.60,0.66,-0.68,0,7.105,0.010,0,0,,,,,,,,,,,,,HD 23079,HIP 17096,3.90,F8/G0 V,,0,0,,,,,,,,,,,,,,,2001,3
262,HD 22781,b,Radial Velocity,1,528.07000000,0,0.14000000,-0.14000000,1.167000,0,0.039000,-0.039000,0.819100,0,0.002300,-0.002300,,,,,,,,,,,,,,,,,0,0,55.206356,31.826290,31.79,1.33,-1.45,0,8.766,0.016,0,0,,,,,,,,,,,,,HD 22781,HIP 17187,5.00,K0,,0,0,,,,,,,,,,,,,,,2011,3
263,HD 23596,b,Radial Velocity,1,1558.00000000,0,32.00000000,-32.00000000,2.720000,0,,,0.314000,0,0.035000,-0.035000,,,,,,,,,,,,,,,,,0,0,57.001556,40.530636,51.97,2.20,-2.40,0,7.244,0.011,0,0,,,,,,,,,,,,,HD 23596,HIP 17747,3.80,F8,,0,0,,,,,,,,,,,,,,,2003,3
264,HD 24040,b,Radial Velocity,1,3668.00000000,0,169.00000000,-171.00000000,4.920000,0,0.380000,-0.380000,0.040000,0,0.070000,-0.060000,,,,,,,,,,,,,,,,,0,0,57.595699,17.476366,46.50,2.20,-2.20,0,7.493,0.011,0,0,5853.00,44.00,0,0,1.18,,0,0,,,,,HD 24040,HIP 17960,4.00,G0 V,,0,0,,,,,,,,,,,,,,,2006,3
265,HD 25171,b,Radial Velocity,1,1845.00000000,0,167.00000000,-167.00000000,3.020000,0,0.160000,-0.160000,0.080000,0,0.060000,-0.060000,,,,,,,,,,,,,,,,,0,0,58.956001,-65.186676,56.05,1.82,-1.95,0,7.778,0.011,0,0,,,,,,,,,,,,,HD 25171,HIP 18387,3.80,F8 V,,0,0,,,,,,,,,,,,,,,2010,3
266,HD 27442,b,Radial Velocity,1,423.84100000,0,,,1.180000,0,,,0.070000,0,,,,,,,,,,,,,,,,,,,0,0,64.120956,-59.302155,18.24,0.17,-0.17,0,4.440,,0,0,,,,,,,,,,,,,HD 27442,HIP 19921,5.15,K1/2 III,,0,0,,,,,,,,,,,,,,,2000,3
267,HD 27631,b,Radial Velocity,1,2208.00000000,0,66.00000000,-66.00000000,3.250000,0,0.070000,-0.070000,0.120000,0,0.060000,-0.060000,,,,,,,,,,,,,,,,,0,0,64.939461,-41.960266,,,,,8.243,0.012,0,0,5737.00,36.00,0,0,0.94,0.04,0,0,1.00,,0,0,HD 27631,HIP 20199,4.30,G3 IV-V,,0,0,-0.056,,0,0,,,,,,,,,,,2012,3
268,HD 27894,b,Radial Velocity,1,17.99100000,0,0.00700000,-0.00700000,0.122000,0,,,0.049000,0,0.008000,-0.008000,,,,,,,,,,,,,,,,,0,0,65.196030,-59.410835,42.37,1.57,-1.70,0,9.349,0.021,0,0,,,,,,,,,,,,,HD 27894,HIP 20277,5.20,K2 V,,0,0,,,,,,,,,,,,,,,2005,3
269,HD 28254,b,Radial Velocity,1,1117.00000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,66.211273,-50.622192,56.18,1.95,-2.10,0,7.684,0.011,0,0,,,,,,,,,,,,,HD 28254,HIP 20606,4.50,G5 V,,0,1,,,,,,,,,,,,,,,2010,3
270,HD 28185,b,Radial Velocity,1,383.00000000,0,2.00000000,-2.00000000,1.030000,0,,,0.070000,0,0.040000,-0.040000,,,,,,,,,,,,,,,,,0,0,66.609673,-10.550821,39.56,1.62,-1.76,0,7.810,0.011,0,0,,,,,,,,,,,,,HD 28185,HIP 20723,4.55,G5/6 V,,0,0,,,,,,,,,,,,,,,2001,3
271,HD 28678,b,Radial Velocity,1,387.10000000,,,,1.240000,,,,0.168000,,,,,,,,,,,,,,,,,,,,0,0,67.856056,4.575287,168.92,30.03,-46.60,0,8.440,0.019,0,0,,,,,,,,,,,,,HD 28678,HIP 21109,4.80,G8 IV,,0,0,,,,,,,,,,,,,,,2011,3
272,HD 30177,b,Radial Velocity,1,2819.65400000,0,800.00000000,-800.00000000,3.860000,0,0.900000,-0.900000,0.300000,0,0.170000,-0.170000,,,,,,,,,,,,,,,,,0,0,70.476555,-58.020756,54.71,2.21,-2.41,0,8.374,0.013,0,0,,,,,,,,,,,,,HD 30177,HIP 21850,4.80,G8 V,,0,0,,,,,,,,,,,,,,,2002,3
273,HD 30562,b,Radial Velocity,1,1159.20000000,0,2.80000000,-2.80000000,2.315000,0,0.004000,-0.004000,0.778000,0,0.013000,-0.013000,,,,,,,,,,,,,,,,,0,0,72.151604,-5.674045,26.43,0.24,-0.24,0,5.780,,0,0,5994.00,46.00,0,0,1.23,0.03,0,0,1.53,0.04,0,0,HD 30562,HIP 22336,3.80,F8 V,,0,0,,,,,,,,,,,,,,,2009,3
274,HD 30856,b,Radial Velocity,1,912.00000000,,,,2.000000,,,,0.240000,,,,,,,,,,,,,,,,,,,,0,0,72.574425,-24.368839,121.07,11.78,-14.62,0,7.911,0.010,0,0,,,,,,,,,,,,,HD 30856,HIP 22491,5.00,K0 III,,0,0,,,,,,,,,,,,,,,2011,3
275,HD 31253,b,Radial Velocity,1,466.00000000,0,3.00000000,-3.00000000,1.260000,0,0.006000,-0.006000,0.300000,0,0.200000,-0.200000,,,,,,,,,,,,,,,,,0,0,73.681892,12.352201,53.82,3.06,-3.45,0,7.133,0.011,0,0,,,,,,,,,,,,,HD 31253,HIP 22826,3.80,F8,,0,0,,,,,,,,,,,,,,,2010,3
276,HD 31527,b,Radial Velocity,3,16.54600000,,,,0.125300,,,,0.130000,,,,,,,,,,,,,,,,,,,,0,0,73.909927,-23.241880,38.01,1.15,-1.22,0,7.484,0.010,0,0,,,,,,,,,,,,,HD 31527,HIP 22905,4.20,G2 V,,0,0,,,,,,,,,,,,,,,2011,3
277,HD 31527,c,Radial Velocity,3,51.28400000,,,,0.266500,,,,0.110000,,,,,,,,,,,,,,,,,,,,0,0,73.909927,-23.241880,38.01,1.15,-1.22,0,7.484,0.010,0,0,,,,,,,,,,,,,HD 31527,HIP 22905,4.20,G2 V,,0,0,,,,,,,,,,,,,,,2011,3
278,HD 31527,d,Radial Velocity,3,274.49000000,,,,0.818100,,,,0.380000,,,,,,,,,,,,,,,,,,,,0,0,73.909927,-23.241880,38.01,1.15,-1.22,0,7.484,0.010,0,0,,,,,,,,,,,,,HD 31527,HIP 22905,4.20,G2 V,,0,0,,,,,,,,,,,,,,,2011,3
279,HD 33142,b,Radial Velocity,1,326.60000000,,,,1.060000,,,,0.220000,,,,,,,,,,,,,,,,,,,,0,0,76.898087,-13.986480,136.80,15.73,-20.43,0,7.956,0.012,0,0,,,,,,,,,,,,,HD 33142,HIP 23844,5.00,K0 III,,0,0,,,,,,,,,,,,,,,2011,3
280,HD 33283,b,Radial Velocity,1,18.17900000,0,0.00700000,-0.00700000,0.168000,0,,,0.480000,0,0.050000,-0.050000,,,,,,,,,,,,,,,,,0,0,77.004219,-26.797472,86.88,6.30,-7.37,0,8.051,0.011,0,0,,,,,,,,,,,,,HD 33283,HIP 23889,4.40,G3/5 V,,0,0,,,,,,,,,,,,,,,2006,3
281,HD 32518,b,Radial Velocity,1,157.54000000,0,0.38000000,-0.38000000,0.590000,0,0.030000,-0.030000,0.010000,0,0.030000,-0.030000,,,,,,,,,,,,,,,,,0,0,77.403000,69.639404,117.37,9.84,-11.83,0,6.421,0.010,0,0,,,,,,,,,,,,,HD 32518,HIP 24003,5.00,K0,,0,0,,,,,,,,,,,,,,,2009,3
282,HD 34445,b,Radial Velocity,1,1049.00000000,0,11.00000000,-11.00000000,2.070000,0,0.020000,-0.020000,0.270000,0,0.070000,-0.070000,,,,,,,,,,,,,,,,,0,0,79.420746,7.353343,45.01,2.03,-2.23,0,7.328,0.011,0,0,,,,,,,,,,,,,HD 34445,HIP 24681,4.00,G0,,0,0,,,,,,,,,,,,,,,2009,3
283,HD 33564,b,Radial Velocity,1,388.00000000,0,3.00000000,-3.00000000,1.100000,0,,,0.340000,0,0.020000,-0.020000,,,,,,,,,,,,,,,,,0,0,80.639717,79.231148,20.98,0.23,-0.23,0,5.084,0.009,0,0,,,,,,,,,,,,,HD 33564,HIP 25110,3.70,F7 V,,0,0,,,,,,,,,,,,,,,2005,3
284,HD 38283,b,Radial Velocity,1,363.20000000,0,1.60000000,-1.60000000,1.020000,0,0.070000,-0.070000,0.410000,0,0.160000,-0.160000,,,,,0.34000,0,0.02000,-0.02000,,,,,,,,,0,0,84.258408,-73.699341,37.78,0.78,-0.82,0,6.696,0.010,0,0,,,,,,,,,,,,,HD 38283,HIP 26380,4.05,G0/1 V,,0,0,,,,,,,,,108.05800,6.35633,-6.35633,,,,2010,3
285,HD 37124,b,Radial Velocity,3,154.46000000,0,0.36900000,-0.36900000,0.530000,0,,,0.055000,0,,,,,,,,,,,,,,,,,,,0,0,84.260361,20.730787,33.24,1.22,-1.32,0,7.650,0.013,0,0,,,,,,,,,,,,,HD 37124,HIP 26381,4.00,G0,,0,0,,,,,,,,,,,,,,,2002,3
286,HD 37124,c,Radial Velocity,3,2295.00000000,0,,,3.190000,0,0.180000,-0.180000,0.200000,0,,,,,,,,,,,,,,,,,,,0,0,84.260361,20.730787,33.24,1.22,-1.32,0,7.650,0.013,0,0,,,,,,,,,,,,,HD 37124,HIP 26381,4.00,G0,,0,0,,,,,,,,,,,,,,,2002,3
287,HD 37124,d,Radial Velocity,3,843.60000000,0,,,1.640000,0,0.100000,-0.100000,0.140000,0,,,,,,,,,,,,,,,,,,,0,0,84.260361,20.730787,33.24,1.22,-1.32,0,7.650,0.013,0,0,,,,,,,,,,,,,HD 37124,HIP 26381,4.00,G0,,0,0,,,,,,,,,,,,,,,2005,3
288,HD 39091,b,Radial Velocity,1,2063.81800000,0,,,3.290000,0,,,0.620000,0,,,,,,,,,,,,,,,,,,,0,0,84.291214,-80.469124,18.21,0.15,-0.15,0,5.650,,0,0,,,,,,,,,,,,,HD 39091,HIP 26394,4.10,G1 V,,0,0,,,,,,,,,,,,,,,2001,3
